part,exercise,bpm,articulation,speed_profile,source_note,target_note,interval_semitones,cc3,target_vibrato_depth_cents,instruction
VlnI,transition,68,portamento,fast,60,62,2,64,28.0,target transition ~138ms; natural connection
VlnI,transition,68,portamento,fast,60,65,5,64,28.0,target transition ~138ms; natural connection
VlnI,transition,68,portamento,fast,60,67,7,64,28.0,target transition ~138ms; natural connection
VlnI,transition,68,portamento,fast,67,69,2,64,28.0,target transition ~138ms; natural connection
VlnI,transition,68,portamento,fast,67,72,5,64,28.0,target transition ~138ms; natural connection
VlnI,transition,68,portamento,fast,67,74,7,64,28.0,target transition ~138ms; natural connection
VlnI,transition,84,legato,slow,60,62,2,64,28.0,target transition ~93ms; natural connection
VlnI,transition,84,legato,slow,60,65,5,64,28.0,target transition ~93ms; natural connection
VlnI,transition,84,legato,slow,60,67,7,64,28.0,target transition ~93ms; natural connection
VlnI,transition,84,legato,slow,67,69,2,64,28.0,target transition ~93ms; natural connection
VlnI,transition,84,legato,slow,67,72,5,64,28.0,target transition ~93ms; natural connection
VlnI,transition,84,legato,slow,67,74,7,64,28.0,target transition ~93ms; natural connection
VlnI,transition,84,legato,normal,60,62,2,64,28.0,target transition ~64ms; natural connection
VlnI,transition,84,legato,normal,60,65,5,64,28.0,target transition ~64ms; natural connection
VlnI,transition,84,legato,normal,60,67,7,64,28.0,target transition ~64ms; natural connection
VlnI,transition,84,legato,normal,67,69,2,64,28.0,target transition ~64ms; natural connection
VlnI,transition,84,legato,normal,67,72,5,64,28.0,target transition ~64ms; natural connection
VlnI,transition,84,legato,normal,67,74,7,64,28.0,target transition ~64ms; natural connection
VlnI,transition,84,legato,fast,60,62,2,64,28.0,target transition ~44ms; natural connection
VlnI,transition,84,legato,fast,60,65,5,64,28.0,target transition ~44ms; natural connection
VlnI,transition,84,legato,fast,60,67,7,64,28.0,target transition ~44ms; natural connection
VlnI,transition,84,legato,fast,67,69,2,64,28.0,target transition ~44ms; natural connection
VlnI,transition,84,legato,fast,67,72,5,64,28.0,target transition ~44ms; natural connection
VlnI,transition,84,legato,fast,67,74,7,64,28.0,target transition ~44ms; natural connection
VlnI,transition,84,portamento,slow,60,62,2,64,28.0,target transition ~238ms; natural connection
VlnI,transition,84,portamento,slow,60,65,5,64,28.0,target transition ~238ms; natural connection
VlnI,transition,84,portamento,slow,60,67,7,64,28.0,target transition ~238ms; natural connection
VlnI,transition,84,portamento,slow,67,69,2,64,28.0,target transition ~238ms; natural connection
VlnI,transition,84,portamento,slow,67,72,5,64,28.0,target transition ~238ms; natural connection
VlnI,transition,84,portamento,slow,67,74,7,64,28.0,target transition ~238ms; natural connection
VlnI,transition,84,portamento,normal,60,62,2,64,28.0,target transition ~164ms; natural connection
VlnI,transition,84,portamento,normal,60,65,5,64,28.0,target transition ~164ms; natural connection
VlnI,transition,84,portamento,normal,60,67,7,64,28.0,target transition ~164ms; natural connection
VlnI,transition,84,portamento,normal,67,69,2,64,28.0,target transition ~164ms; natural connection
VlnI,transition,84,portamento,normal,67,72,5,64,28.0,target transition ~164ms; natural connection
VlnI,transition,84,portamento,normal,67,74,7,64,28.0,target transition ~164ms; natural connection
VlnI,transition,84,portamento,fast,60,62,2,64,28.0,target transition ~112ms; natural connection
VlnI,transition,84,portamento,fast,60,65,5,64,28.0,target transition ~112ms; natural connection
VlnI,transition,84,portamento,fast,60,67,7,64,28.0,target transition ~112ms; natural connection
VlnI,transition,84,portamento,fast,67,69,2,64,28.0,target transition ~112ms; natural connection
VlnI,transition,84,portamento,fast,67,72,5,64,28.0,target transition ~112ms; natural connection
VlnI,transition,84,portamento,fast,67,74,7,64,28.0,target transition ~112ms; natural connection
VlnI,bow_change,56,legato,slow,60,60,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,56,legato,slow,67,67,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,56,legato,slow,72,72,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,56,legato,normal,60,60,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,56,legato,normal,67,67,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,56,legato,normal,72,72,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,56,legato,fast,60,60,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,56,legato,fast,67,67,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,56,legato,fast,72,72,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,68,legato,slow,60,60,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,68,legato,slow,67,67,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,68,legato,slow,72,72,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,68,legato,normal,60,60,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,68,legato,normal,67,67,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,68,legato,normal,72,72,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,68,legato,fast,60,60,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,68,legato,fast,67,67,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,68,legato,fast,72,72,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,84,legato,slow,60,60,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,84,legato,slow,67,67,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,84,legato,slow,72,72,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,84,legato,normal,60,60,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,84,legato,normal,67,67,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,84,legato,normal,72,72,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,84,legato,fast,60,60,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,84,legato,fast,67,67,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnI,bow_change,84,legato,fast,72,72,0,58,25.0,"four controlled re-bows; minimize artificial accent, retain bow texture"
VlnII,vibrato_depth_rate,58,expressive,slow,59,59,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,slow,59,59,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,slow,59,59,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,slow,59,59,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,slow,59,59,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,normal,59,59,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,normal,59,59,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,normal,59,59,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,normal,59,59,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,normal,59,59,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,fast,59,59,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,fast,59,59,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,fast,59,59,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,fast,59,59,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,fast,59,59,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,slow,64,64,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,slow,64,64,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,slow,64,64,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,slow,64,64,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,slow,64,64,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,normal,64,64,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,normal,64,64,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,normal,64,64,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,normal,64,64,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,normal,64,64,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,fast,64,64,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,fast,64,64,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,fast,64,64,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,fast,64,64,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,fast,64,64,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,slow,71,71,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,slow,71,71,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,slow,71,71,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,slow,71,71,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,slow,71,71,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,normal,71,71,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,normal,71,71,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,normal,71,71,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,normal,71,71,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,normal,71,71,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,fast,71,71,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,fast,71,71,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,fast,71,71,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,fast,71,71,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,58,expressive,fast,71,71,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,slow,59,59,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,slow,59,59,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,slow,59,59,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,slow,59,59,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,slow,59,59,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,normal,59,59,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,normal,59,59,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,normal,59,59,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,normal,59,59,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,normal,59,59,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,fast,59,59,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,fast,59,59,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,fast,59,59,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,fast,59,59,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,fast,59,59,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,slow,64,64,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,slow,64,64,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,slow,64,64,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,slow,64,64,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,slow,64,64,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,normal,64,64,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,normal,64,64,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,normal,64,64,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,normal,64,64,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,normal,64,64,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,fast,64,64,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,fast,64,64,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,fast,64,64,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,fast,64,64,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,fast,64,64,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,slow,71,71,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,slow,71,71,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,slow,71,71,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,slow,71,71,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,slow,71,71,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,normal,71,71,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,normal,71,71,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,normal,71,71,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,normal,71,71,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,normal,71,71,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,fast,71,71,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,fast,71,71,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,fast,71,71,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,fast,71,71,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,68,expressive,fast,71,71,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,slow,59,59,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,slow,59,59,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,slow,59,59,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,slow,59,59,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,slow,59,59,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,normal,59,59,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,normal,59,59,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,normal,59,59,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,normal,59,59,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,normal,59,59,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,fast,59,59,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,fast,59,59,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,fast,59,59,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,fast,59,59,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,fast,59,59,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,slow,64,64,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,slow,64,64,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,slow,64,64,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,slow,64,64,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,slow,64,64,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,normal,64,64,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,normal,64,64,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,normal,64,64,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,normal,64,64,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,normal,64,64,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,fast,64,64,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,fast,64,64,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,fast,64,64,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,fast,64,64,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,fast,64,64,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,slow,71,71,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,slow,71,71,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,slow,71,71,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,slow,71,71,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,slow,71,71,0,127,72.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,normal,71,71,0,0,0.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,normal,71,71,0,32,12.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,normal,71,71,0,64,28.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
VlnII,vibrato_depth_rate,82,expressive,normal,71,71,0,96,48.0,4 beats; CC3 controls depth; speed profile requests slow/normal/fast human vibrato rate without metronome phase-lock
