part,exercise,dynamic,source_note,target_note,interval_semitones,start_beat,instruction
VlnI,legato,mp,60,55,-5,0.0,connect naturally; preserve bow/finger noise
VlnI,portamento,mf,67,64,-3,370.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,67,70,3,375.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,67,71,4,380.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,67,72,5,385.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,67,74,7,390.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,67,76,9,395.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,67,79,12,400.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,72,60,-12,405.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,72,63,-9,410.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,72,65,-7,415.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,72,67,-5,420.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,72,68,-4,425.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,72,69,-3,430.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,72,75,3,435.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,72,76,4,440.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,72,77,5,445.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,72,79,7,450.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,72,81,9,455.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,72,84,12,460.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,76,64,-12,465.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,76,67,-9,470.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,76,69,-7,475.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,76,71,-5,480.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,76,72,-4,485.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,76,73,-3,490.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,76,79,3,495.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,76,80,4,500.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,76,81,5,505.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,76,83,7,510.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,76,85,9,515.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,76,88,12,520.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,79,67,-12,525.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,79,70,-9,530.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,79,72,-7,535.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,79,74,-5,540.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,79,75,-4,545.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,79,76,-3,550.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,79,82,3,555.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,79,83,4,560.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,79,84,5,565.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,79,86,7,570.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,portamento,mf,79,88,9,575.0,restrained Mandarin-ballad slide; do not exaggerate
VlnI,crescendo,curve,60,60,0,0.0,hold 4 beats; follow CC curve musically
VlnI,diminuendo,curve,60,60,0,5.0,hold 4 beats; follow CC curve musically
VlnI,delayed_vibrato,curve,60,60,0,10.0,hold 4 beats; follow CC curve musically
VlnI,no_vibrato,curve,60,60,0,15.0,hold 4 beats; follow CC curve musically
VlnI,crescendo,curve,67,67,0,20.0,hold 4 beats; follow CC curve musically
VlnI,diminuendo,curve,67,67,0,25.0,hold 4 beats; follow CC curve musically
VlnI,delayed_vibrato,curve,67,67,0,30.0,hold 4 beats; follow CC curve musically
VlnI,no_vibrato,curve,67,67,0,35.0,hold 4 beats; follow CC curve musically
VlnI,crescendo,curve,76,76,0,40.0,hold 4 beats; follow CC curve musically
VlnI,diminuendo,curve,76,76,0,45.0,hold 4 beats; follow CC curve musically
VlnI,delayed_vibrato,curve,76,76,0,50.0,hold 4 beats; follow CC curve musically
VlnI,no_vibrato,curve,76,76,0,55.0,hold 4 beats; follow CC curve musically
VlnI,crescendo,curve,84,84,0,60.0,hold 4 beats; follow CC curve musically
VlnI,diminuendo,curve,84,84,0,65.0,hold 4 beats; follow CC curve musically
VlnI,delayed_vibrato,curve,84,84,0,70.0,hold 4 beats; follow CC curve musically
VlnI,no_vibrato,curve,84,84,0,75.0,hold 4 beats; follow CC curve musically
VlnII,legato,mp,59,55,-4,0.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,59,56,-3,5.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,59,57,-2,10.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,59,58,-1,15.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,59,60,1,20.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,59,61,2,25.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,59,62,3,30.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,59,63,4,35.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,59,64,5,40.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,59,66,7,45.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,59,71,12,50.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,62,55,-7,55.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,62,57,-5,60.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,62,58,-4,65.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,62,59,-3,70.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,62,60,-2,75.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,62,61,-1,80.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,62,63,1,85.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,62,64,2,90.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,62,65,3,95.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,62,66,4,100.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,62,67,5,105.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,62,69,7,110.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,62,74,12,115.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,67,55,-12,120.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,67,60,-7,125.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,67,62,-5,130.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,67,63,-4,135.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,67,64,-3,140.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,67,65,-2,145.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,67,66,-1,150.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,67,68,1,155.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,67,69,2,160.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,67,70,3,165.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,67,71,4,170.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,67,72,5,175.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,67,74,7,180.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,67,79,12,185.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,71,59,-12,190.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,71,64,-7,195.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,71,66,-5,200.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,71,67,-4,205.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,71,68,-3,210.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,71,69,-2,215.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,71,70,-1,220.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,71,72,1,225.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,71,73,2,230.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,71,74,3,235.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,71,75,4,240.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,71,76,5,245.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,71,78,7,250.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,71,83,12,255.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,74,62,-12,260.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,74,67,-7,265.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,74,69,-5,270.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,74,70,-4,275.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,74,71,-3,280.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,74,72,-2,285.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,74,73,-1,290.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,74,75,1,295.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,74,76,2,300.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,74,77,3,305.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,74,78,4,310.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,74,79,5,315.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,74,81,7,320.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,79,67,-12,325.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,79,72,-7,330.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,79,74,-5,335.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,79,75,-4,340.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,79,76,-3,345.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,79,77,-2,350.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,79,78,-1,355.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,79,80,1,360.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,79,81,2,365.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,79,82,3,370.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,79,83,4,375.0,connect naturally; preserve bow/finger noise
VlnII,legato,mp,79,84,5,380.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,59,55,-4,385.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,59,56,-3,390.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,59,57,-2,395.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,59,58,-1,400.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,59,60,1,405.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,59,61,2,410.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,59,62,3,415.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,59,63,4,420.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,59,64,5,425.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,59,66,7,430.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,59,71,12,435.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,62,55,-7,440.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,62,57,-5,445.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,62,58,-4,450.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,62,59,-3,455.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,62,60,-2,460.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,62,61,-1,465.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,62,63,1,470.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,62,64,2,475.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,62,65,3,480.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,62,66,4,485.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,62,67,5,490.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,62,69,7,495.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,62,74,12,500.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,67,55,-12,505.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,67,60,-7,510.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,67,62,-5,515.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,67,63,-4,520.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,67,64,-3,525.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,67,65,-2,530.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,67,66,-1,535.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,67,68,1,540.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,67,69,2,545.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,67,70,3,550.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,67,71,4,555.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,67,72,5,560.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,67,74,7,565.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,67,79,12,570.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,71,59,-12,575.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,71,64,-7,580.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,71,66,-5,585.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,71,67,-4,590.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,71,68,-3,595.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,71,69,-2,600.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,71,70,-1,605.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,71,72,1,610.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,71,73,2,615.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,71,74,3,620.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,71,75,4,625.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,71,76,5,630.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,71,78,7,635.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,71,83,12,640.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,74,62,-12,645.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,74,67,-7,650.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,74,69,-5,655.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,74,70,-4,660.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,74,71,-3,665.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,74,72,-2,670.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,74,73,-1,675.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,74,75,1,680.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,74,76,2,685.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,74,77,3,690.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,74,78,4,695.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,74,79,5,700.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,74,81,7,705.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,79,67,-12,710.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,79,72,-7,715.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,79,74,-5,720.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,79,75,-4,725.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,79,76,-3,730.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,79,77,-2,735.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,79,78,-1,740.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,79,80,1,745.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,79,81,2,750.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,79,82,3,755.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,79,83,4,760.0,connect naturally; preserve bow/finger noise
VlnII,legato,mf,79,84,5,765.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,59,55,-4,770.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,59,56,-3,775.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,59,57,-2,780.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,59,58,-1,785.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,59,60,1,790.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,59,61,2,795.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,59,62,3,800.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,59,63,4,805.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,59,64,5,810.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,59,66,7,815.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,59,71,12,820.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,62,55,-7,825.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,62,57,-5,830.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,62,58,-4,835.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,62,59,-3,840.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,62,60,-2,845.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,62,61,-1,850.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,62,63,1,855.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,62,64,2,860.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,62,65,3,865.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,62,66,4,870.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,62,67,5,875.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,62,69,7,880.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,62,74,12,885.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,67,55,-12,890.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,67,60,-7,895.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,67,62,-5,900.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,67,63,-4,905.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,67,64,-3,910.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,67,65,-2,915.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,67,66,-1,920.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,67,68,1,925.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,67,69,2,930.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,67,70,3,935.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,67,71,4,940.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,67,72,5,945.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,67,74,7,950.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,67,79,12,955.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,71,59,-12,960.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,71,64,-7,965.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,71,66,-5,970.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,71,67,-4,975.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,71,68,-3,980.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,71,69,-2,985.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,71,70,-1,990.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,71,72,1,995.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,71,73,2,1000.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,71,74,3,1005.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,71,75,4,1010.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,71,76,5,1015.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,71,78,7,1020.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,71,83,12,1025.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,74,62,-12,1030.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,74,67,-7,1035.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,74,69,-5,1040.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,74,70,-4,1045.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,74,71,-3,1050.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,74,72,-2,1055.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,74,73,-1,1060.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,74,75,1,1065.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,74,76,2,1070.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,74,77,3,1075.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,74,78,4,1080.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,74,79,5,1085.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,74,81,7,1090.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,79,67,-12,1095.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,79,72,-7,1100.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,79,74,-5,1105.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,79,75,-4,1110.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,79,76,-3,1115.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,79,77,-2,1120.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,79,78,-1,1125.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,79,80,1,1130.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,79,81,2,1135.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,79,82,3,1140.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,79,83,4,1145.0,connect naturally; preserve bow/finger noise
VlnII,legato,f,79,84,5,1150.0,connect naturally; preserve bow/finger noise
VlnII,portamento,mp,62,55,-7,0.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,62,57,-5,5.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,62,58,-4,10.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,62,59,-3,15.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,62,65,3,20.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,62,66,4,25.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,62,67,5,30.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,62,69,7,35.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,62,71,9,40.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,62,74,12,45.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,67,55,-12,50.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,67,58,-9,55.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,67,60,-7,60.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,67,62,-5,65.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,67,63,-4,70.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,67,64,-3,75.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,67,70,3,80.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,67,71,4,85.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,67,72,5,90.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,67,74,7,95.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,67,76,9,100.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,67,79,12,105.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,71,59,-12,110.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,71,62,-9,115.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,71,64,-7,120.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,71,66,-5,125.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,71,67,-4,130.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,71,68,-3,135.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,71,74,3,140.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,71,75,4,145.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,71,76,5,150.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,71,78,7,155.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,71,80,9,160.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,71,83,12,165.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,74,62,-12,170.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,74,65,-9,175.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,74,67,-7,180.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,74,69,-5,185.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,74,70,-4,190.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,74,71,-3,195.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,74,77,3,200.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,74,78,4,205.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,74,79,5,210.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,74,81,7,215.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mp,74,83,9,220.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,62,55,-7,225.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,62,57,-5,230.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,62,58,-4,235.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,62,59,-3,240.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,62,65,3,245.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,62,66,4,250.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,62,67,5,255.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,62,69,7,260.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,62,71,9,265.0,restrained Mandarin-ballad slide; do not exaggerate
VlnII,portamento,mf,62,74,12,270.0,restrained Mandarin-ballad slide; do not exaggerate
